name	partnerprotein	partnerprotein_textbox	target_order	target_species	activity	taxonid	lc50	units	percentage_mortality	publication	other_citations	life_stage	instar	assay_material	assay_method	comment
Mpf3Aa1	No	No	Lepidoptera	Ostrinia nubilalis	No	29057	"NA	 not toxic"	NA not toxic		10.1016/j.jip.2016.10.004 		Nearly hatching egg		Purified protein	Diet incorporation	
Mpf3Aa1	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390	60	µg/cm2		10.1016/j.jip.2016.10.004 		Nearly hatching egg		Purified protein	Diet incorporation	
Mpf3Aa1	No	No	Coleoptera	Diabrotica undecimpunctata	No	50387	"NA	 not toxic"	NA not toxic		10.1016/j.jip.2016.10.004 		Nearly hatching egg		Purified protein	Diet incorporation	
Mpf3Aa1	No	No	Lepidoptera	Helicoverpa zea	No	7113	"NA	 not toxic"	NA not toxic		10.1016/j.jip.2016.10.004 		Nearly hatching egg		Purified protein	Diet incorporation	
Mpp23Aa1	Yes	Xpp37Aa1	Coleoptera	Tribolium castaneum	Yes	7070			100% at 2000 ppm		Patent WO1998013498	Larvae	Not specified	Spore crystal mix	Diet incorporation	
Mpp23Aa1	Yes	Xpp37Aa1	Coleoptera	Acanthoscelides obtectus	Yes	200917			1	10.1016/j.jip.2019.107295		Adult	Not applicable	Other (add to comments)	Surface contamination	solubilised proteins used
Mpp23Aa1	Yes	Xpp37Aa1	Coleoptera	Cylas brunneus	Yes	1827352	0.458	µg/g	 	10.1603/EC09432 		Larvae	2nd Instar	Other (add to comments)	Diet incorporation	partially purified protoxins assayed
Mpp23Aa1	Yes	Xpp37Aa1	Coleoptera	Cylas puncticollis	Yes	1550038	0.417	µg/g	 	10.1603/EC09432 		Larvae	1st Instar 	Other (add to comments)	Diet incorporation	partially purified protoxins assayed
Mpp23Aa1	No	No	Coleoptera	Cylas puncticollis	Yes	1550038	2.12	µg/g	 	10.3389/fmicb.2020.01734		Larvae	Not specified	Purified protein	Diet incorporation	
Mpp23Aa1	Yes	Xpp37Aa1	Coleoptera	Xylotrechus arvicola	Yes	1971876				10.3390/ insects13010027		Larvae	1st Instar	Purified protein	Surface contamination	Reduced survival time for larvae shown. Some effects on pupal/adult development also shown
Mpp23Aa1	Yes	Xpp37Aa1	Coleoptera	Popillia japonica	Yes	7064			95% at 4000 ppm		Patent WO1998013498	Larvae	Not specified	Spore crystal mix	Diet incorporation	
Mpp2Aa1	No	No	Diptera	Aedes aegypti	Yes	7159	14.5	µg/ml	 	10.1074/jbc.271.24.14183		Larvae	1st Instar 	Purified protein	Addition to water	
Mpp2Aa1	No	No	Diptera	Culex quinquefasciatus	Yes	7176	4.13	µg/ml		10.1016/j.jip.2013.10.003		Larvae	4th Instar	Spore crystal mix	Addition to water	
Mpp2Aa1	No	No	Diptera	Culex quinquefasciatus	Yes	7176	0.93	µg/ml		10.1074/jbc.271.24.14183		Larvae	1st Instar	Purified protein	Addition to water	
Mpp2Aa2	No	No	Diptera	Culex quinquefasciatus	Yes	7176	3.9	µg/ml		10.1074/jbc.271.24.14183		Larvae	1st Instar	Purified protein	Addition to water	
Mpp2Aa2	No	No	Diptera	Aedes aegypti	Yes	7159	3.91	µg/ml	 	10.1074/jbc.271.24.14183		Larvae	1st Instar 	Purified protein	Addition to water	
Mpp3Aa1	No	No	Diptera	Culex quinquefasciatus	Yes	7176	9.55 x 10(5)	cells/ml		10.1128/aem.62.6.2174-2176.1996		Larvae	2nd Instar	Purified protein	Addition to water	Assay Material/Method performed as decribed by: 10.1128/jb.174.15.5051-5056.1992
Mpp3Aa1	No	No	Diptera	Aedes aegypti	Yes	7159	1.95 x 10(7)	cells/ml	 	10.1128/aem.62.6.2174-2176.1996		Larvae	Not specified	Purified protein	Addition to water	
Mpp46Ab	No	No	Diptera	Culex pipiens	Yes	7175	1.02	µg/ml		10.1016/j.ibmb.2017.06.015		Larvae	3rd Instar	Purified protein	Surface contamination	wells were inoculated with serially diluted latex beads to which Cry toxin had been bound
Mpp51Aa2	No	No	Lepidoptera	Agrotis ipsilon	No	56364	"NA	 not toxic"	NA not toxic		10.1603/EC11207		Larvae	Not specified	Purified protein	Diet incorporation	tested at 26 µg/cm2
Mpp51Aa2	No	No	Coleoptera	Diabrotica undecimpunctata	No	50387	"NA	 not toxic"	NA not toxic		10.1603/EC11207		Larvae	Not specified	Purified protein	Surface contamination	
Mpp51Aa2	No	No	Coleoptera	Diabrotica virgifera virgifera	No	50390	"NA	 not toxic"	NA not toxic		10.1603/EC11207		Larvae	Not specified	Purified protein	Surface contamination	
Mpp51Aa2	No	No	Lepidoptera	Helicoverpa zea	No	7113	"NA	 not toxic"	NA not toxic		10.1603/EC11207		Larvae	Not specified	Purified protein	Diet incorporation	tested at 26 µg/cm2
Mpp51Aa2	No	No	Lepidoptera	Heliothis virescens	No	7102	"NA	 not toxic"	NA not toxic		10.1603/EC11207		Larvae	Not specified	Purified protein	Diet incorporation	tested at 26 µg/cm2
Mpp51Aa2	No	No	Coleoptera	Leptinotarsa decemlineata	Yes	7539	 	 	45.8% at 26 µg/cm2	10.1603/EC11207		Larvae	Not specified	Purified protein	Diet incorporation	
Mpp51Aa2	No	No	Hemiptera	Lygus hesperus	Yes	30085	72.9	µg/mL	 	10.1603/EC11207		Nymph	Not specified	Purified protein	Membrane feeding	
Mpp51Aa2	No	No	Lepidoptera	Ostrinia nubilalis	No	29057	"NA	 not toxic"	NA not toxic		10.1603/EC11207		Larvae	Not specified	Purified protein	Diet incorporation	tested at 26 µg/cm2
Mpp51Aa2	No	No	Hemiptera	Lygus hesperus	Yes	30085	72.9	µg/ml		10.1603/EC11207		Nymph		Purified protein	Membrane feeding	
Mpp51Aa2	No	No	Lepidoptera	Spodoptera frugiperda	No	7108	"NA	 not toxic"	NA not toxic		10.1603/EC11207		Larvae	Not specified	Purified protein	Diet incorporation	tested at 26 µg/cm2
Mpp5Ab1	No	No	Coleoptera	Colaphellus bowringi	Yes	561076	1.051	µg/ml		10.1080/09583157.2018.1460313	Larvae	2nd Instar		Purified protein	Leaf-dip	Called Sib1Ab in the publication
Mpp5Ab1	No	No	Coleoptera	Holotrichia diomphalia	No	33394	"NA	 not toxic"	NA not toxic		10.1080/09583157.2018.1460313	Larvae	2nd Instar		Purified protein	Leaf-dip	Called Sib1Ab in the publication
Mpp60Aa1	No	No	Diptera	Culex quinquefasciatus	Yes	7176	7.9	µg/ml		10.1128/AEM.00078-13		Larvae	4th Instar	Spore crystal mix	Addition to water	
Mpp60Aa1	Yes	Mpp60Ba1	Diptera	Culex quinquefasciatus	Yes	7176	2.9	µg/ml		10.1128/AEM.00078-13		Larvae	4th Instar	Spore crystal mix	Addition to water	
Mpp60Ba1	No	No	Diptera	Culex quinquefasciatus	Yes	7176	5.5	µg/ml		10.1128/AEM.00078-13		Larvae	4th Instar	Spore crystal mix	Addition to water	
Mpp64Ba	Yes	Mpp64Ca	Hemiptera	Sogatella furcifera	Yes	113103	2.14	µg/ml		10.1128/AEM.01996-17		Nymph	3rd Instar	Purified protein	Membrane feeding	
Mpp64Ba	Yes	Mpp64Ca	Hemiptera	Laodelphax striatellus	Yes	195883	3.15	µg/ml		10.1128/AEM.01996-17		Nymph	3rd Instar	Purified protein	Membrane feeding	
Mpp64Ba	Yes	Mpp64Ca	Coleoptera	Colaphellus bowringi	No	561076	"NA	 not toxic"	NA not toxic		10.1128/AEM.01996-17		Larvae	Not specified	Purified protein	Leaf-dip	no significant mortality at 300 µg/g
Mpp64Ba	Yes	Mpp64Ca	Lepidoptera	Plutella xylostella	No	51655	"NA	 not toxic"	NA not toxic		10.1128/AEM.01996-17		Larvae	Not specified	Purified protein	Leaf-dip	no significant mortality at 300 µg/ml
Mpp64Ba	Yes	Mpp64Ca	Hemiptera	Sogatella furcifera	Yes	113103	2.14	µg/ml		10.1128/AEM.01996-17		Nymph	3rd Instar	Purified protein	Membrane feeding	
Mpp64Ba	Yes	Mpp64Ca	Lepidoptera	Ostrinia furnacalis	No	93504	"NA	 not toxic"	NA not toxic		10.1128/AEM.01996-17		Larvae	Not specified	Purified protein	Diet incorporation	no significant mortality at 300 µg/g
Mpp64Ba	Yes	Mpp64Ca	Hemiptera	Laodelphax striatellus	Yes	195883	3.15	µg/ml		10.1128/AEM.01996-17		Nymph	3rd Instar	Purified protein	Membrane feeding	
Mpp75Aa1	No	No	Coleoptera	Leptinotarsa decemlineata 	No	7539	"NA	 not toxic"	NA not toxic		10.1128/AEM.02507-20		Larvae	Not specified	Purified protein	Diet incorporation	
Mpp75Aa1	No	No	Coleoptera	Diabrotica undecimpunctata howardi 	No	50388	"NA	 not toxic"	NA not toxic		10.1128/AEM.02507-20		Larvae	Not specified	Purified protein	Diet incorporation	
Mpp75Aa1	No	No	Coleoptera	Diabrotica vergifera vergifera	Yes	50390	 	 	 	10.1128/AEM.02507-20		Larvae	Not specified	Purified protein	Diet incorporation	significant stunting / mortality observed at 15.2 µg/cm2
Mpp75Aa2	No	No	Coleoptera	Leptinotarsa decemlineata 	No	7539	"NA	 not toxic"	NA not toxic		10.1128/AEM.02507-20		Larvae	Not specified	Purified protein	Diet incorporation	
Mpp75Aa2	No	No	Coleoptera	Diabrotica undecimpunctata howardi 	No	50388	"NA	 not toxic"	NA not toxic		10.1128/AEM.02507-20		Larvae	Not specified	Purified protein	Diet incorporation	
Mpp75Aa2	No	No	Coleoptera	Diabrotica vergifera vergifera	Yes	50390	 	 	 	10.1128/AEM.02507-20		Larvae	Not specified	Purified protein	Diet incorporation	significant stunting / mortality observed at 43.4 µg/cm2
Mpp75Aa3	No	No	Coleoptera	Diabrotica vergifera vergifera	Yes	50390	 	 		10.1128/AEM.02507-20		Larvae	Not specified	Purified protein	Diet incorporation	significant stunting / mortality observed at 15.2 µg/cm2
Mpp75Aa3	No	No	Coleoptera	Diabrotica undecimpunctata howardi 	No	50388	"NA	 not toxic"	NA not toxic		10.1128/AEM.02507-20		Larvae	Not specified	Purified protein	Diet incorporation	
Mpp75Aa3	No	No	Coleoptera	Leptinotarsa decemlineata 	No	7539	"NA	 not toxic"	NA not toxic		10.1128/AEM.02507-20		Larvae	Not specified	Purified protein	Diet incorporation	
Mtx1Aa1	No	No	Diptera	Chironomus riparius	Yes	315576	4060	ng/ml		10.1016/S0022-2011(02)00025-3		Larvae	2nd Instar	Purified protein	Addition to water	
Mtx1Aa1	No	No	Diptera	Toxorhynchites splendens	No	498392	"NA	 not toxic"	NA not toxic		10.1128/jb.174.15.5051-5056.1992		Larvae	Not specified	Other (add to comments)	Other (add to comments)	fed with Culex quinquefasciatus prefed with toxin
Mtx1Aa1	No	No	Diptera	Culex quinquefasciatus	Yes	7176	0.015	µg/ml		10.1128/jb.174.15.5051-5056.1992		Larvae	2nd Instar	Purified protein	Addition to water	
Mtx1Aa1	No	No	Diptera	Aedes aegypti	Yes	7159	50	ng/ml	 	10.1016/S0022-2011(02)00025-3		Larvae	2nd Instar	Purified protein	Addition to water	
Mtx1Aa1	No	No	Diptera	Anopheles gambiae	No		"NA	 not toxic"	NA not toxic		10.1128/jb.175.8.2314-2320.1993		Cultured cells		Purified protein	Addition to cell culture	No visible effects up to 4h at 50 µg/ml
Mtx1Aa1	No	No	Diptera	Drosophila melanogaster	No	7227	"NA	 not toxic"	NA not toxic		10.1016/S0022-2011(02)00025-3		Larvae	Not Specified	Purified protein	Diet incorporation	
PIP-47Aa	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390	54.25	µg/ml		10.1111/pbi.12806			1st Instar		diet incorporation	Five neonates were placed in each well and were incubated for four days before review.
PIP-47Aa	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390	52.45	µg/ml		10.1111/pbi.12806		larvae	1st Instar	Purified protein	diet incorporation	
PIP-47Aa	No	No	Coleoptera	Diabrotica barberi	Yes	50386	122.03	µg/ml		10.1111/pbi.12806		larvae	1st Instar	Purified protein	diet incorporation	
PIP-47Aa	No	No	Coleoptera	Diabrotica undecimpunctata howardi	Yes	50388	255.3	µg/ml		10.1111/pbi.12806		larvae	1st Instar	Purified protein	diet incorporation	
PS149B1	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390	8	µg/cm2		10.1128/AEM.68.3.1137		larvae	1st Instar		Diet incorporation	
PS167H2	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390	6	µg/cm2		10.1128/AEM.68.3.1137		larvae	1st Instar		Diet incorporation	
PS80JJ1	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390	6	µg/cm2		10.1128/AEM.68.3.1137		larvae	1st Instar		Diet incorporation	
Pp-ANP1	Yes	Pp-ANP2a	Nematoda	Panagrellus redivivus	Yes	6233				10.1128/AEM.00942-17		Larvae	1st Instar	Other 	Feeding over recombinant bacteria on agar plates	"Use of recombinant bacterial products in vivo: †They use GI80	 the dose required for 80% growth inhibition	 obtained from testing a range of dilutions in the bioassay"
Pp-ANP1	Yes	Pp-ANP2a	Nematoda	Acrobeloides sp.	Yes	1925257				10.1128/AEM.00942-17		Larvae	1st Instar	Other	Feeding over recombinant bacteria on agar plates	"Use of recombinant bacterial products in vivo: †They use GI80	 the dose required for 80% growth inhibition	 obtained from testing a range of dilutions in the bioassay"
Pp-ANP1	Yes	Pp-ANP2a	Nematoda	Pristionchus pacificus	Yes	54126				10.1128/AEM.00942-17		Larvae	1st Instar	Other 	Feeding over recombinant bacteria on agar plates	"Use of recombinant bacterial products in vivo: †They use GI80	 the dose required for 80% growth inhibition	 obtained from testing a range of dilutions in the bioassay"
Pp-ANP2a	Yes	Pp-ANP1	Nematoda	Acrobeloides sp.	Yes	1925257				10.1128/AEM.00942-17		Larvae	1st Instar	Other 	Feeding over recombinant bacteria on agar plates	"Use of recombinant bacterial products in vivo: †They use GI80	 the dose required for 80% growth inhibition	 obtained from testing a range of dilutions in the bioassay"
Pp-ANP2a	Yes	Pp-ANP1	Nematoda	Panagrellus redivivus	Yes	6233				10.1128/AEM.00942-17		Larvae	1st Instar	Other 	Feeding over recombinant bacteria on agar plates	"Use of recombinant bacterial products in vivo: †They use GI80	 the dose required for 80% growth inhibition	 obtained from testing a range of dilutions in the bioassay"
Pp-ANP2a	Yes	Pp-ANP1	Nematoda	Caenorhabditis elegans	Yes	6239				10.1128/AEM.00942-17		Larvae	1st Instar	Other 	Feeding over recombinant bacteria on agar plates	"Use of recombinant bacterial products in vivo: †They use GI80	 the dose required for 80% growth inhibition	 obtained from testing a range of dilutions in the bioassay"
Pp-ANP2a	Yes	Pp-ANP1	Nematoda	Pristionchus pacificus	Yes	54126				10.1128/AEM.00942-17		Larvae	1st Instar	Other 	Feeding over recombinant bacteria on agar plates	"Use of recombinant bacterial products in vivo: †They use GI80	 the dose required for 80% growth inhibition	 obtained from testing a range of dilutions in the bioassay"
Pr596	No	No	Orthoptera	Schistocerca gregaria 	Yes	7010	11.25	ng/cm2		10.1007/s00284-007-0096-z				Purified protein		
Pra1Aa1	Yes	Prb1Aa1	Lepidoptera	Galleria mellonella	Yes	7137				10.1016/j.femsle.2005.02.018 		Larvae		Purified protein	Injection	final instar assayed
Pra1Aa1	Yes	Prb1Aa1	Lepidoptera	Manduca sexta	No	7130	"NA	 not toxic"	NA not toxic		10.1016/j.femsle.2005.02.018 		Larvae		Purified protein	Injection	no oral or injection toxicity
Pra1Bb1	No	No	Hemiptera	Lygus lineolaris	Yes	50650					US20200095603A1			Microbial host cell derived 		Demonstrated actvitiy. Unofficial name  (TIC4771)
Prb1Aa1	Yes	Pra1Aa1	Lepidoptera	Galleria mellonella	Yes	7137				10.1016/j.femsle.2005.02.018 		Larvae		Purified protein	Injection	final instar assayed
Prb1Aa1	Yes	Pra1Aa1	Lepidoptera	Manduca sexta	No	7130	"NA	 not toxic"	NA not toxic		10.1016/j.femsle.2005.02.018 		Larvae		Purified protein	Injection	no oral or injection toxicity
Prb1Bb1	No	No	Hemiptera	Lygus lineolaris	Yes	50650					US20200095603A1			Microbial host cell derived 		Demonstrated actvitiy. Unofficial name (TIC4772)  
PtIP-50Aa	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	16.73	ppm			US20210254095A1	larvae	1st Instar	Desalted protein extract	Diet incorporation	
Spp1Aa1	No	No	Lepidoptera	Spodoptera litura	Yes	69820	 	 	 	10.1128/AEM.00021-07		Larvae	4th Instar	Purified protein	Injection	Death after 16h at 500ng/insect
Spp1Aa1	No	No	Blattodea	Blattella germanica	Yes	6973	 	 	 	10.1128/AEM.00021-07		Adult		Purified protein	Injection	Toxicity 55 ± 12 ng/insect
TIC1099-E564A	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108					CN112175094A	larvae	1st Instar	lyophilized tissue	Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was activity observed."
TIC1099-G498D	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108					CN112175094A	larvae	1st Instar	lyophilized tissue	Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was activity observed."
TIC1099-R522K	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108					CN112175094A	larvae	1st Instar	lyophilized tissue	Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was activity observed."
TIC1099-T562R	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108					CN112175094A	larvae	1st Instar	lyophilized tissue	Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was activity observed."
TIC1100	No	No	Lepidoptera	Spodoptera cosmioides	Yes	134402					US20200040044A1	larvae	1st Instar		Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was activity observed."
TIC1362	No	No	Hemiptera	Lygus lineolaris	Yes	50650					US10689666B2	Nymph	1st Instar	Purified protein	Sachet feeding	Mortality observed at 370 µg/ml
TIC1414	No	No	Hemiptera	Lygus lineolaris	Yes	50650					US10689666B2	Nymph	1st Instar	Purified protein	Sachet feeding	Mortality observed at 95 µg/ml
TIC1415	No	No	Hemiptera	Lygus hesperus	Yes	30085					US10689666B2	Nymph	1st Instar	Purified protein	Sachet feeding	"Mortality observed at 150 µg/ml	 survivors stunted"
TIC1415	No	No	Hemiptera	Lygus lineolaris	Yes	50650					US10689666B2	Nymph	1st Instar	Purified protein	Sachet feeding	"Mortality observed at 150 µg/ml	 survivors stunted"
TIC1425	No	No	Lepidoptera	Ostrinia nubilalis	Yes	29057					KR20190059961A	larvae			Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was activity observed."
TIC1498	No	No	Hemiptera	Lygus lineolaris	Yes	50650					US10689666B2	Nymph	1st Instar	Purified protein	Sachet feeding	"Mortality at 50 µg/ml	 survivors stunted"
TIC1498	No	No	Hemiptera	Lygus hesperus	Yes	30085			100% at 2300 µg/ml		US10689666B2	Nymph	1st Instar	Purified protein	Sachet feeding	
TIC1886	No	No	Hemiptera	Lygus lineolaris	Yes	50650					US10689666B2	Nymph	1st Instar	Purified protein	Sachet feeding	Mortality at 124 µg/ml
TIC1886	No	No	Hemiptera	Lygus hesperus	Yes	30085					US10689666B2	Nymph	1st Instar	Purified protein	Sachet feeding	Mortality at 124 µg/ml
TIC1922	No	No	Hemiptera	Lygus lineolaris	Yes	50650					US10689666B2	Nymph	1st Instar	Purified protein	Sachet feeding	"Mortality at 3000 µg/ml	 survivors stunted"
TIC2421	No	No	Coleoptera	Leptinotarsa decemlineata	Yes	7539					US20170137842A1	larvae		spore crystal mixture	Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was activity observed."
TIC2613	No	No	Lepidoptera	Helicoverpa zea	Yes	7113					KR20190059961A	larvae			Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was activity observed."
TIC3008	No	No	Coleoptera	Leptinotarsa decemlineata	Yes	7539					US20170137842A1	larvae		spore crystal mixture	Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was activity observed."
TIC3668	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390					US20200157561A1	larvae	3rd Instar		Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was mortality observed."
TIC3669	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390					US20200157561A1	larvae	3rd Instar		Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was mortality observed."
TIC3670	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390					US20200157561A1	larvae	3rd Instar		Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was mortality observed."
TIC4076	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390					US20200157561A1	larvae	3rd Instar		Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was mortality observed."
TIC4260	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390					US20200157561A1	larvae	3rd Instar		Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was mortality observed."
TIC4346	No	No	Coleoptera	Diabrotica virgifera virgifera	Yes	50390					US20200157561A1	larvae	3rd Instar		Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was mortality observed."
TIC4472	No	No	Lepidoptera	Helicoverpa zea	Yes	7113					KR20190059961A	larvae			Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was activity observed."
TIC465	No	No	Lepidoptera	Helicoverpa zea	Yes	7113					US8735560B1					"Minimum concentration of protein required for significant mortality (p< 0.0001)= 7.4 * 10 ^-9 moles/liter	 diet incorporation bioassay"
TIC467	No	No	Lepidoptera	Helicoverpa zea	Yes	7113					US8735560B2					"Minimum concentration of protein required for significant mortality (p< 0.0001)= 7.3 * 10^-9 moles/liter	 diet incorporation bioassay"
TIC469	No	No	Lepidoptera	Helicoverpa zea	Yes	7113					US8735560B3					"Minimum concentration of protein required for significant mortality (p< 0.0001)= 1.3 * 10^-8 moles/liter	 diet incorporation bioassay"
TIC4747	No	No	Hemiptera	Euschistus heros	Yes	437493					US20200255854A1			Purified protein	Diet incorporation	Demonstrated activity
TIC4747	No	No	Hemiptera	Lygus hesperus	Yes	30085					US20200255854A1			Purified protein	Diet incorporation	Demonstrated activity
TIC4747	No	No	Hemiptera	Lygus lineolaris	Yes	50650					US20200255854A1			Purified protein	Diet incorporation	Demonstrated activity
